id	TCGA-2J-AABE-01	TCGA-F2-A44H-01	TCGA-HZ-8001-01	TCGA-HZ-A8P1-01	TCGA-S4-A8RM-01	TCGA-HZ-8519-01	TCGA-US-A77G-01	TCGA-3A-A9IJ-01	TCGA-3A-A9IR-01	TCGA-3A-A9IB-01	TCGA-3A-A9IO-01	TCGA-YB-A89D-01	TCGA-IB-A7M4-01	TCGA-IB-7885-01	TCGA-HZ-8637-01	TCGA-HZ-A77Q-01	TCGA-HZ-7920-01	TCGA-2J-AAB4-01	TCGA-YY-A8LH-01	TCGA-3A-A9IL-01	TCGA-HZ-7922-01	TCGA-2J-AABT-01	TCGA-IB-A5ST-01	TCGA-FB-A78T-01	TCGA-FB-AAQ0-01	TCGA-Z5-AAPL-01	TCGA-HZ-8638-01	TCGA-3A-A9IS-01	TCGA-FB-AAQ3-01	TCGA-S4-A8RP-01	TCGA-IB-AAUU-01	TCGA-2J-AABP-01	TCGA-3A-A9IX-01	TCGA-F2-6880-01	TCGA-Q3-A5QY-01	TCGA-US-A776-01	TCGA-RL-AAAS-01	TCGA-IB-AAUV-01	TCGA-LB-A8F3-01	TCGA-FB-AAPY-01	TCGA-XD-AAUG-01	TCGA-2J-AAB1-01	TCGA-HZ-A77P-01	TCGA-FB-A7DR-01	TCGA-FB-AAPQ-01	TCGA-3A-A9I5-01	TCGA-FB-AAPS-01	TCGA-HZ-7923-01	TCGA-HZ-A49H-01	TCGA-3A-A9IV-01	TCGA-XD-AAUL-01	TCGA-3A-A9IH-01	TCGA-2J-AABO-01	TCGA-FB-A4P5-01	TCGA-FB-A5VM-01	TCGA-IB-7897-01	TCGA-IB-AAUM-01	TCGA-US-A779-01	TCGA-3A-A9IU-01	TCGA-IB-7888-01	TCGA-2J-AABU-01	TCGA-IB-A5SS-01	TCGA-HZ-8002-01	TCGA-OE-A75W-01	TCGA-2J-AAB6-01	TCGA-IB-7889-01	TCGA-HZ-7918-01	TCGA-3A-A9I9-01	TCGA-FB-AAPP-01	TCGA-H8-A6C1-01	TCGA-F2-6879-01	TCGA-3A-A9IC-01	TCGA-IB-A7LX-01	TCGA-2J-AAB9-01	TCGA-2L-AAQE-01	TCGA-US-A774-01	TCGA-HZ-A9TJ-01	TCGA-HV-A7OP-01	TCGA-2J-AABI-01	TCGA-H6-8124-01	TCGA-RB-AA9M-01	TCGA-HZ-A9TJ-06	TCGA-F2-7276-01	TCGA-IB-7890-01	TCGA-FB-AAPZ-01	TCGA-IB-7645-01	TCGA-IB-7893-01	TCGA-US-A77J-01	TCGA-HZ-7924-01	TCGA-2J-AABR-01	TCGA-IB-A5SQ-01	TCGA-3A-A9J0-01	TCGA-HZ-8003-01	TCGA-2J-AABH-01	TCGA-HV-A5A6-01	TCGA-IB-7654-01
S100A14	13821.65549	3167.18083	4713.707631	7405.511164	8826.163478	3642.666814	11499.97321	34.79980241	1.318112534	14225.06906	128.2488432	13478.16023	7576.449683	8654.9674	7674.878882	3379.70946	2019.034782	13789.7618	2682.954002	133.4739278	10685.57566	2125.707511	4564.908192	2676.816306	21486.81755	4137.348981	9287.462025	0	21986.34757	4990.182847	5664.604052	94.10826707	3010.484076	983.4836566	1461.6826	13000.78785	3319.795806	368.2005441	48558.60882	9127.860661	1136.167058	19292.16177	2669.674728	3614.199527	34300.29347	28980.29556	5639.612401	1363.713411	1833.62988	35.91409736	21399.73655	23149.32435	9482.203818	4377.474148	1838.729037	1235.903402	2512.64065	18546.40924	7231.325477	22150.33594	8600.483044	2612.948968	1490.237406	9844.337316	55659.82983	18744.86863	476.7413281	4592.030211	25484.59926	2855.567356	13556.29588	22718.70131	9630.379619	5330.438079	9616.015014	3870.74632	8151.309563	105388.5388	6140.352597	6363.448053	4631.321515	11190.77476	2562.442026	5575.365657	5714.304937	5187.602617	6824.094042	1975.057978	9535.24038	3719.969545	1935.696378	22292.28697	1673.276319	12311.46186	10413.02256	19150.63695
S100A11	43469.02533	24923.67289	40760.89796	49204.41941	32917.80116	14877.57322	41218.36868	2370.684047	532.142388	37073.04935	1897.686209	35496.54755	32014.82704	44437.4866	19237.3018	36809.01436	9974.819606	43226.52811	62925.76706	1931.93774	21024.91626	15228.0221	28381.81825	47712.89764	83068.48738	12758.98989	15959.32095	407.2688666	73842.28316	26094.22392	46286.91905	25806.2417	14841.99515	3887.118193	21282.26968	16452.53946	28080.04063	16154.67736	63103.65697	47963.97701	16131.55913	43635.86864	13430.38129	33816.81711	53505.94002	40437.63515	23149.55407	11174.56705	16305.29565	2688.028756	39337.11725	49951.88242	45532.70218	19907.44313	82449.02058	7641.989282	14306.28079	47584.19143	88238.82433	32942.82572	60586.83988	62514.43021	13868.76333	59432.2665	148691.3278	52084.2546	23951.20766	47071.47135	20875.15523	29760.20528	38164.53496	50155.97341	49422.13574	29927.39188	42079.75137	23030.54274	63989.41247	70537.94209	28021.04744	47478.29562	26596.94364	45547.59377	16695.09993	30776.46069	36168.41125	21200.63729	50224.53465	17182.50092	13916.118	23518.49493	45289.80689	43137.40981	11571.2642	111794.1101	38848.15297	28579.62503
RXRG	16.84983085	80.69485567	695.6382668	6.453242791	13.48958341	352.2973955	28.33415005	3556.745976	13.40894234	21.01257112	1166.383951	186.7496395	24.13132747	13.82443929	247.9371038	22.79440344	584.197924	233.1323614	19.07078144	127.8379983	15.78928598	15.9472658	111.7084268	22.51358697	3.746265009	5.331060651	15.17366339	0.964529435	24.93230986	110.6412414	82.14387976	3.453389893	69.66038813	210.3773322	38.9664082	7.879080419	78.46455767	54.53047785	46.96242005	58.332438	425.6503254	44.59098587	108.4289518	50.23911912	51.78002481	319.9209151	47.95152527	159.5987687	113.4293963	830.9757008	50.95981615	175.45473	106.3684699	372.9338059	130.9509313	625.8192999	86.72305456	209.9209369	17.90673123	231.3262917	2.906195046	23.50456959	101.6577009	8.343464827	140.308357	52.67286183	141.8500659	146.0657379	3.506110072	7.899309793	0.550898255	6.228399203	0.851613844	61.39463243	28.78716398	18.51210241	20.80933508	15.54066646	0	10.94849827	312.8878181	29.36705368	120.6351551	88.66751132	22.29389018	57.5787671	18.23748867	242.757555	20.15418823	103.9199658	215.9662031	3.462501951	205.4508743	206.2997691	7.75150555	85.80078119
RXRB	2768.987102	2020.052479	3033.612927	2187.447872	2125.625269	2364.144878	1544.654496	4076.342665	3349.65629	2412.14307	3376.503264	1618.080011	2755.765157	2044.614314	2388.165087	1852.987494	2332.107034	1610.609525	2317.12016	2744.23573	2106.016999	2795.884449	2639.245408	2788.307655	2580.901958	2491.525967	2528.616813	2095.826732	2566.604094	2113.86158	1693.759193	2301.534178	2129.226149	2757.155614	2438.104489	3489.220009	2409.823435	2426.933305	3782.704132	2315.477582	2496.496595	2072.151501	2676.699245	2207.786583	2116.354931	2546.924539	2728.381048	2354.032459	2575.524496	2087.071913	2729.371298	1641.224483	2211.070467	2291.677953	2988.808077	2107.600568	2688.359501	1754.457112	2605.264937	1861.795906	1839.986263	1767.031316	2216.733	3236.340606	2021.514059	2232.420583	1855.82853	2485.589193	2508.770165	2509.74205	1616.038724	2054.330844	3662.127915	2246.724219	1800.891784	2401.72205	2338.688975	3976.507802	1915.164761	1733.44596	2138.929165	2129.568551	2269.122355	2196.524893	2294.225446	1988.252867	1871.657913	2604.947682	2600.848706	2179.628333	2269.445621	2465.583331	2220.123362	2673.719045	2840.20269	2611.602024
RXRA	3837.777331	2728.315811	3596.190134	2058.164559	2907.652293	5689.884783	3925.011463	6699.044733	5457.317949	2747.791126	5699.210032	3177.780493	3860.490908	4779.953818	3329.66622	2917.383981	3732.262001	4058.532128	2713.911389	8044.723833	3194.858449	4738.379553	3416.384009	4198.592922	1653.228362	1203.34375	3257.375886	17716.72017	1763.201238	3902.311193	2650.396972	3876.671563	4243.792984	5778.603189	2822.038175	1653.922097	3914.914619	4791.792763	3382.935104	2742.150849	4009.941523	2997.350363	4405.244373	3979.33618	3648.188895	4769.156397	3106.284122	4471.688995	3144.693631	6667.203616	3501.632421	4170.654123	2566.731938	4299.583754	4613.125903	3766.353287	4241.222135	5279.967883	3614.315376	3873.714031	3886.836835	4074.811869	4015.638557	2734.77944	2990.829715	3116.869938	4310.313122	4181.678113	2082.213883	2257.775681	3908.140212	5411.236619	2035.544197	3366.88134	5362.970312	4909.912592	3244.957676	4826.018686	16133.55214	2976.952897	3630.626646	3579.891945	4512.197236	4634.76778	3998.31667	2854.401351	3602.596082	4037.400278	4789.973351	4689.256813	4614.477556	4734.770657	3828.798584	3243.941838	2602.458077	5051.518221
RUNX1	10619.24205	9434.972667	7174.73803	5111.603422	6689.319589	5575.304426	4572.556046	296.640251	273.4858288	8988.286428	334.0466249	9288.184013	7300.527074	11292.79705	4343.490578	12038.15203	5311.856009	5785.748489	4385.780104	1340.59531	14054.53596	5691.904382	5986.872597	6335.434193	4752.204628	3606.784101	3914.759566	132.5012719	4766.17615	7333.848644	5797.539398	8299.487115	7722.587302	751.9496771	6456.79196	2957.943435	6495.216392	10919.94592	4772.28922	5566.146472	8092.463979	6547.454196	5699.705205	9124.238665	5926.189484	4334.371177	11685.02042	7823.278681	4818.251841	2799.11869	8561.09045	7314.20419	9651.854515	5489.134983	7743.465725	7174.027946	4690.790836	6404.572895	7868.75248	9173.351645	8011.321617	13631.08893	8254.887003	6101.20396	9202.157367	6063.689323	6133.955557	6223.65054	3054.263164	6160.723137	9748.179046	9418.415648	10565.59416	7520.028836	8488.224252	8077.849758	3990.442041	5019.366452	7055.396268	8291.117692	8456.801304	4538.142024	9215.575785	14021.64393	6358.765609	9585.456178	17317.65234	4380.220333	2916.054712	6961.798885	12105.03461	10668.25386	6062.424741	6062.013554	6141.70332	8769.783387
RRAD	388.439631	225.360348	285.1053251	109.1782967	134.1108846	127.481391	213.624432	39.15245785	100.3314022	1953.856392	41.38201922	946.3742966	788.239779	397.7492744	88.08899249	729.1955389	130.2195349	722.4443718	260.2619996	170.1380548	117.2280672	1034.756589	583.7617168	246.152258	163.4567178	285.4598488	232.1642436	11.68142786	450.3942849	292.5865972	524.6799979	298.0651854	289.8343294	104.5919755	896.528101	60.11811336	570.0217348	466.3795535	269.1943765	404.1615559	1228.675584	453.0493156	395.5539515	1084.995554	357.4719017	125.4905148	273.6417319	229.591906	292.5446444	169.7209876	1194.667446	299.7388907	425.5201289	736.548869	1283.130666	388.0480661	261.3786294	226.5982823	175.0141441	213.4425484	991.006037	1038.911681	290.9972836	394.4088629	337.0225418	259.3276549	57.36392349	791.6336723	19.73904883	360.6482235	63.38447031	1091.337052	442.9993339	327.2638494	102.2523587	253.3730308	1991.065753	82.01295022	441.3032155	1095.31268	549.8580251	1719.713787	591.784616	579.0680172	591.595881	296.5749746	52.05265812	1592.285234	194.105761	1155.033522	1556.835063	388.2649136	144.6484421	324.5399673	432.6607433	683.2195682
RPTN	43.17119134	0.200750487	8.818828951	22.71041368	0	0	0.930397773	0.018713785	0	1.658630238	0.007507494	4.224362666	2.198246332	0.652998268	0	2.527688445	0	0	0	0	0.911531581	0.064309805	0.819545621	0	0.045670045	0.01332957	0	0	0.103780845	4.716670776	1.727681413	0.028443281	1.504251741	2.44322949	0	0	1.05775466	0.672662192	0.02506899	1.029241883	1.335770108	2.128222107	0	0	7.015551326	0.036340551	0.047166364	3.437961395	0.013064024	0.040845565	0.845497506	21.01522368	15.96534583	2.886846363	40.08656851	0	0.080625946	0.01346851	7.140836687	0.043923075	131.7941107	6.300696971	0	1.057419951	326.2194773	58.07937336	0	1.10484389	0.206254	0	1.884590252	28.98052819	91.46016462	0.379025017	0.989794419	0.781248976	0.07385878	4.768550646	0	6.223709312	0	0	0.585837173	1.213972365	4.617737051	0	0.878525933	0.045958479	0	2.54197513	30.4367853	23.82109838	0	1.748339177	4.447519412	0.60830161
RPS6KB1	784.6210171	1015.752739	1248.556245	1659.861492	1390.738194	1655.272835	809.1861812	708.400142	1468.525454	1360.414876	1039.331378	1183.050821	1517.474464	1493.50691	1240.533496	1559.414232	1733.029716	895.8999538	772.649976	1429.93479	1784.042376	1164.235686	1106.395407	1402.219117	1137.482876	1803.900308	1484.569213	1314.398974	990.3612152	1234.178929	1295.912334	1101.489916	1219.240658	1396.347772	1470.465016	1146.313716	1065.810525	1473.243772	980.6157633	1055.935055	1239.346056	1040.857868	1545.388132	1609.380323	1291.118735	2501.094205	1273.430523	1391.362866	1503.97591	1113.440104	1598.22685	1127.272925	1401.581105	1189.546947	1534.542529	1885.811036	1474.842013	684.9569465	1615.946065	1587.416249	1564.124264	1556.018964	1554.443616	668.0987422	1108.405669	1359.003605	2034.249079	898.0147638	977.0715633	1632.320692	1174.684185	970.2235232	1297.792239	1325.030412	1217.1405	1409.934542	925.7927249	982.2670006	1552.659952	2180.152347	1108.71045	1584.037536	1721.099918	1777.454437	1567.237712	1884.056339	2604.673927	1036.340457	1781.824116	1388.710561	1434.108486	1250.975556	2032.07042	1027.496538	1978.220949	1903.911985
RORA	752.4627014	1224.86995	714.3905515	428.7227425	869.0646318	2294.250935	512.3471215	1060.393392	1338.134205	818.0653251	798.3761785	824.4327056	406.2358569	1015.680492	1359.910034	1148.814392	2331.791454	1084.809965	752.629848	1570.024452	2361.072889	1455.205326	773.6787503	760.3870206	841.2568795	1827.237025	1122.568448	1179.938243	614.0839981	1084.124706	660.1592879	487.3297266	1619.276629	1554.392595	1483.135496	284.8473685	968.5390775	1834.150672	1333.507817	822.649752	2538.321656	725.7463705	941.1826112	1270.807953	1330.504343	641.1865467	1702.728051	2321.879714	1458.397144	1766.816103	1239.338199	686.0176377	969.9340955	1436.365993	461.5485107	2518.437384	1630.821737	430.3146226	1364.57377	1874.151781	1194.433046	1050.613043	2198.80762	519.2899801	1213.981675	1027.314689	2525.031072	832.4899904	55.44485946	740.0734756	1053.022354	1169.023556	1130.764961	1155.067209	553.9653452	1046.660606	858.794746	54.09682373	954.3165679	2595.277902	1423.788039	1683.003352	2097.166416	2008.804934	1296.488079	2127.34042	2199.809764	893.324532	1261.027402	1740.703604	1244.660566	843.4678583	2054.25863	691.2552968	934.6533427	1043.140652
ROCK1	2403.801497	2721.486132	1677.795375	2935.594369	6335.591494	3638.458975	5057.545812	971.3301433	2273.608333	3381.234972	2738.443054	3648.859087	3644.78894	3512.483886	4444.962209	3498.006566	4321.016377	2232.584611	2341.68196	2151.937743	5369.803351	4802.82026	4564.993869	1726.678366	2472.437337	3547.339809	3689.735696	2666.797145	1445.458202	2766.593619	4576.865126	2140.641582	4069.432262	2348.762929	2583.296726	2067.898737	2125.339664	4708.761095	1176.084854	2710.429302	4289.091733	3255.162078	3801.891608	3633.189444	3892.731368	1380.772324	2285.567166	4105.840921	2416.552557	2617.49305	2771.573234	2147.091421	3257.067734	2966.933345	806.9011509	5660.611948	2475.44533	1912.445421	3566.743749	5844.928746	2859.934852	3211.658342	5519.385044	1198.820313	2421.300476	1733.162865	4526.982399	2048.432962	2546.24616	4868.309512	4947.13883	2269.709108	4442.749919	3044.349288	4644.20143	3214.393092	3606.687673	1323.325263	2120.763048	5624.279722	2674.056357	2744.632354	5353.788182	6175.012243	3452.361232	5583.509903	6632.254944	1920.560514	5223.830647	2834.87464	2537.417826	2260.15612	4483.657947	3796.27853	2572.729442	7177.772118
RNF128	3022.390588	2260.655174	1298.582006	8234.475216	6390.696731	3010.815135	3856.955684	580.208133	4347.90378	3239.531408	2855.302461	4692.894287	1644.517634	9130.922233	1995.013438	2946.326316	2178.674078	4414.224476	8849.086279	622.3367278	5320.474216	1274.94581	803.7446631	3401.011583	4861.815176	1358.265651	8160.946786	217.268942	7025.236224	3429.647557	6459.592471	11.38286977	1891.999949	1848.035715	824.383838	2481.87442	2718.376828	409.3647806	5337.338376	2272.507302	1211.383077	3038.722193	1944.727371	2724.643546	7196.524153	4200.687718	1150.829062	2022.205524	1631.186614	3536.1388	3441.835432	3084.55937	2863.404639	1456.970784	152.1059634	2154.242955	2148.524829	5404.672477	2001.948902	2240.022797	2640.768536	2909.155762	2697.271519	2086.46744	433.3297682	3321.86963	7495.803417	2587.642725	5125.909502	3378.271742	6588.521554	3538.116635	1549.649828	2066.05731	2295.293703	3042.917611	3797.873862	995.3092645	72.24850717	2905.191037	4124.934712	5691.741162	2061.69498	3356.920552	2119.187427	4688.536808	1754.667937	1160.082656	6862.300532	2449.800139	2326.375988	2945.76239	1629.881102	3445.710478	3429.164106	576.2948947
RHOBTB3	3203.727562	10008.01747	2537.186284	559.3425163	630.9721769	7352.124912	1064.418578	4997.669176	73.27160235	3263.987408	6333.133091	2167.691018	1473.722156	2217.788184	2009.98709	3632.796805	7266.871358	2557.611993	2488.208225	6104.288368	3446.14062	2456.198472	2662.429968	1513.549872	1783.663678	966.7130921	1052.115331	8844.226395	2225.865822	2070.712073	4827.825856	6707.283382	4446.143781	4727.283472	1481.173465	2527.21441	2265.494398	4477.406884	1995.835289	1658.596946	6467.969626	1189.412045	3196.162845	2562.470579	1909.249673	1915.227637	3344.248866	3320.664793	3820.886297	10387.06806	3708.35524	1427.046222	2634.930302	2996.932498	1114.230439	5410.582307	4443.017566	769.1485131	3882.760886	2560.669102	4951.032112	4620.984994	6252.806403	838.7643339	4853.023366	2211.129269	4201.572638	2893.778393	3802.080877	1111.593078	4396.912813	2847.483866	3147.595716	3972.371384	2466.050636	4163.124435	1443.49068	157.0106659	1023.040577	4317.593948	4364.665788	1477.024851	5832.778375	7710.657076	3745.162081	3323.954822	8491.183449	1578.91419	2946.995923	3384.941398	4292.516394	3012.750022	5996.869218	2552.646787	2556.215012	3504.719557
RHOA	26599.25418	22600.951	29525.15892	18441.46374	22744.7941	18148.01813	29846.96517	16769.45335	20036.2993	23328.76754	10100.5868	30057.73815	31775.037	35908.73241	20169.08927	36622.53656	24424.25984	26891.90428	23469.82349	13401.51572	33892.85765	22864.93965	28136.82572	20204.28794	25708.93845	22346.23546	20315.87957	15992.03483	31509.8376	21783.01117	21896.02556	33030.30457	21447.65458	13994.1297	23382.24184	24187.9597	27734.87822	26444.25776	17676.27476	21007.07801	23212.91095	34471.9857	23785.56299	24600.59633	27279.32258	16805.22268	25079.25539	19360.44522	25117.16335	13949.87007	35706.17541	34253.4874	23924.33425	25381.3852	20720.00325	19592.24745	16287.55011	27823.79514	31090.8037	34177.94532	23430.95442	40933.90645	22634.22385	30600.67166	52747.5188	45812.21448	29179.48811	23082.45916	19430.85573	22367.33491	29389.06874	25098.18461	22730.83465	28144.7145	35415.25556	21542.0455	30166.44274	32905.46806	15986.59036	29499.44781	21112.10132	23595.65896	27846.97933	32795.63782	24924.11423	27607.07845	46245.42448	26270.83731	24547.5135	23095.49985	27729.07272	47252.31569	19370.64932	31820.09306	28219.37463	35660.63364
RGS20	19.34399835	28.84378499	29.31232078	17.81250412	7.101963947	21.29094187	0.922932179	8.72718219	12.01047663	104.1943583	9.321128792	16.99123432	64.46979911	74.58594906	33.69181	46.43082097	10.40864631	21.25155017	2.690251376	9.377190873	10.21002747	6.722019039	13.71008557	27.45669718	9.839129199	7.454032482	4.737676399	6.809287641	10.99814154	21.56247417	22.7241492	72.30651513	9.988076836	7.651455774	6.810113327	2.950557764	13.61184853	8.879692132	2.284755795	23.53489078	5.222177925	21.22815097	4.513246065	16.10852197	4.373263511	215.5350665	8.680648553	6.529579344	14.85600918	2.474543223	36.98564318	8.800591676	50.74499351	16.51914438	15.8653352	9.425445734	13.72515174	3.135481205	28.70003185	2.313449883	58.59401444	92.46733806	27.77080092	26.02819583	76.01850801	65.5377306	11.25210125	6.479073711	1.880404288	14.81620639	4.582988062	13.47633436	43.7621282	50.04157649	22.83130426	21.90868822	26.86206601	32.4099408	181.3718184	25.97266981	5.644057631	11.53939797	23.88325176	73.6004233	29.5541768	9.252490139	125.3423587	5.737172272	1.461225836	42.79784246	275.9218654	13.68094971	17.34533974	12.50661741	236.266606	7.084966705
RBPMS	2916.958466	3888.256432	3382.698075	2387.843893	4333.60355	3163.442267	2987.235803	1125.607056	596.2508541	3315.426186	894.5585285	3934.280379	2190.849766	3617.400293	2941.25627	4734.943985	2839.344963	4471.211958	3429.268149	1584.09183	2022.24679	16022.4734	3127.526024	4397.197596	4388.849529	2272.950052	5193.03675	350.7548884	4218.501148	3547.809476	2992.313875	2352.553793	3699.644039	4890.414377	2486.822213	1486.360743	4843.688734	5509.001584	4258.515834	4641.179446	4373.288914	4445.602358	9725.07255	8405.408408	3794.204331	4731.641535	4562.415385	3695.545602	2869.12427	855.4541507	5963.67185	3263.939996	4534.631037	4030.836064	4042.820953	2216.883826	4174.32766	3836.296086	4896.336746	2779.698164	4652.027507	4538.559108	3213.326592	2975.159868	1891.898148	4301.59672	2897.301737	3839.020058	2593.300545	3687.541969	1422.676909	4317.807959	2427.666424	5362.292941	4510.17663	3287.891806	4644.426596	1213.994781	3828.284438	3487.490951	3651.920284	4570.283474	4175.757645	2120.57809	3820.220166	2526.413308	3792.69983	4335.895594	4146.507887	4636.663474	3046.867228	2916.266504	2438.079231	4245.49394	4607.073035	2255.121962
RB1	1850.770034	2469.680247	1651.612749	1941.452545	3317.549254	3220.635452	3095.970358	1554.742422	2221.636834	2202.130587	2395.100524	2826.56307	2498.475427	2378.578058	4515.415207	2801.41075	2980.435449	1253.24454	2394.485145	1852.980869	3632.297208	2338.930233	2462.148495	862.0785871	1899.443756	3140.918686	2811.531509	2161.109754	1579.58665	2122.304528	2559.492065	1273.757967	2688.912661	1725.041123	2037.598254	2710.550315	2133.700092	2158.177448	1394.973725	1660.640489	1846.279261	2778.764419	2786.773592	2982.615716	1962.385709	1231.911982	1697.934799	2406.172225	1916.284607	3672.251486	2123.316825	2456.633727	1516.00863	2272.618796	1172.314866	3820.838867	1748.565455	1338.716974	2353.876987	3390.460672	1126.527031	2012.479258	3372.188172	674.3452873	4589.572729	2319.155445	3683.024112	1360.978657	2301.161483	2381.288946	3976.533873	1031.319799	2444.651612	2721.73311	1780.04298	2718.513156	4059.726222	875.2554462	1998.263023	2664.532935	2690.450193	4298.42828	3767.40062	4127.038	2376.671228	5035.200947	5994.375233	1550.530846	3237.73406	2358.114952	2399.996513	3811.85476	2718.736787	2637.840576	3572.265966	3475.913904
RAPGEFL1	2136.30537	1142.939733	923.2291976	8557.772369	9456.766337	1432.899317	9204.780597	447.6604899	134.5427911	635.858214	1458.16944	5679.626862	6618.356983	1268.079798	656.7362496	1655.256421	865.3780178	2077.726273	7423.833924	573.4500191	4205.557086	3924.481789	741.8467865	9464.734974	12022.4932	1670.233024	3951.74806	2284.849192	8550.387459	5962.774028	6205.13234	232.365519	1309.090302	763.761684	828.2817606	3589.753904	1421.435146	253.6594874	189.915461	4583.876366	700.1125429	10986.56252	2986.062221	1001.45043	940.0938098	1346.78284	1502.905761	1104.840154	821.4391241	470.7806169	2781.249339	5539.724794	3153.840672	2132.146753	1745.783161	435.2991916	1250.791568	12221.7846	5588.541762	1226.179794	2921.022088	1554.17503	495.023711	9360.367378	406.5903791	2610.012085	314.0339846	2029.093988	3042.680845	3965.197142	5548.833481	890.5000085	5433.349523	1732.752762	1501.072694	2106.012499	1632.277473	2320.031789	1305.35738	858.3667284	1678.204193	7586.046227	464.6934194	2653.561164	2489.994892	3523.991989	1298.622454	998.9081714	6676.743231	946.2656312	443.6721333	3926.515648	926.8049265	12237.3229	1430.053007	3725.524231
RAPGEF1	4071.858142	4180.064491	3781.157427	2986.363779	4121.883768	4259.687586	5396.901641	3753.718822	5000.5336	3839.182667	3252.420504	4030.839587	3214.53771	5814.784566	5820.304503	6675.995529	4969.169246	4033.846225	2799.458806	2915.320816	4938.884802	7356.36674	6420.2015	5060.766963	1850.726789	8814.724069	3465.522389	3834.070924	1328.266867	4160.21303	3492.493776	6222.34217	4921.25764	5141.003528	8609.397985	4696.642649	3778.947982	5364.471041	3541.530516	3868.678413	4175.70605	4105.031531	5468.096417	5415.169281	4092.347938	2344.210155	5492.319358	5263.499935	4064.669425	5888.352159	4269.522029	5021.611039	2903.216044	4815.196742	4015.371616	4807.429134	4690.725668	3033.917058	3995.859007	5396.749852	4004.661875	5469.631524	4384.055262	2518.331321	3537.626633	4179.101215	7392.156091	3881.997357	5819.065413	3023.544313	4640.858276	4565.284835	3091.308566	4554.310409	4017.758378	5969.292067	2649.351906	1327.639883	7326.387477	2384.369539	3184.650794	4295.70216	5891.22786	6164.696682	4544.257267	6068.263517	4333.724728	5953.337226	5100.964958	5449.598951	5959.265391	3777.855319	6671.000504	4331.551878	2705.940238	5851.607084
RAP1B	1849.468877	2088.94211	1862.047145	2155.720672	2226.30403	2048.597445	2303.772551	714.9260503	834.2496331	2925.829322	1563.648014	2120.991511	2483.140195	2185.562843	2499.802621	3438.698643	2522.176211	1566.373587	2257.971786	1203.343985	2346.133793	2504.824207	2498.268448	1684.728078	2251.733719	3036.924139	2214.46774	1794.752002	2713.032413	1723.722118	1845.052773	2631.26287	2153.279854	1129.822535	2445.90343	1701.236569	1628.521067	2580.440723	1487.664555	1025.243518	1697.100843	1591.520078	2398.109876	2382.294485	3724.524411	2026.532325	2281.832944	2276.182164	2459.991452	1954.455977	2092.537679	2262.706283	1830.17815	2078.888636	1607.426437	2289.244705	1300.302955	1334.556968	2439.182094	2610.305194	1507.931609	4742.418108	2528.08844	1696.230788	2409.169823	1984.934639	2756.393519	1366.344295	1828.942927	2133.279907	2826.076876	1787.187078	2526.846081	1898.147381	1487.174571	1648.143372	1990.337223	708.0240864	920.5924145	3810.333589	1962.181561	1894.232798	2858.88064	2674.244685	2715.002731	3068.055415	3391.529614	1724.176028	2287.075672	1866.696269	2270.428168	1341.808509	2252.91628	1111.767844	2300.794584	2666.453917
RAP1A	2001.279284	3226.924626	3592.363903	2112.67524	2107.223306	2969.40866	3560.116596	1793.769026	1947.95759	3820.658084	2615.381087	3692.364447	3459.767236	4738.16579	4237.272809	4572.429879	4116.06666	2986.451659	2399.016521	1509.822379	5113.866724	5956.411508	3836.800908	1946.257707	2628.487428	4830.226179	3770.99973	1842.490612	5774.541518	2731.890725	3802.950911	5371.290845	3433.007905	1701.595096	4775.84965	3592.70991	3997.535898	4383.079095	2153.306821	2464.866178	3021.824449	2981.429865	6602.640592	4852.798076	2347.41786	2040.635868	3195.813582	3149.179809	4038.159753	1606.867371	3784.882055	3642.966084	2803.155088	3944.890616	2299.186327	3858.493867	2520.01743	1940.507547	3427.593604	4688.829955	3990.248352	2800.458193	3944.644397	1584.890821	4873.072536	4008.187994	4512.197367	3239.649786	3265.019656	3198.437884	4578.076128	3199.532937	2721.534664	2917.95896	3421.101338	2776.784788	3873.42192	892.4233646	1325.41448	4166.094892	2479.306402	2439.766091	4534.118872	4331.981543	3336.101738	4920.735833	5231.216922	3026.074647	3803.017248	3086.679411	4078.527986	3030.911472	3624.342193	1623.735183	4236.087561	4116.536157
