gene	Nor-P1	HPAF-II	CaPan-2	BxPC-3	Panc02.03	Panc05.04	SU86.86	Panc03.27	PL45	Panc03.3	Panc06.03	CFPAC	Panc010.05	Colo0357	L3.60pl	Panc02.13	Panc08.13	HS766t	Panc-1	ASPC-1	Mpanc-96	MiaPaCa-2
PKP1	4.173049139	5.708324474	2.556485011	4.032930347	3.567746228	5.256212156	2.198704442	6.408997732	4.132839035	6.206308804	3.222829426	5.640260829	4.332391353	6.517111573	7.687548702	3.49219138	5.822095757	2.872948187	2.966888379	5.795513157	6.258733594	5.878906503
ATP5F1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNT3	6.963330995	6.561278828	5.898834733	4.827508768	7.930318012	7.906585912	5.092833002	7.196054703	7.042915418	7.174562803	7.41083359	8.129640966	7.327600083	7.049965823	6.420795182	8.30026538	7.554292397	7.678035962	7.297628917	6.570770508	6.652048857	6.377575453
PRODH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PA2G4	13.07572387	11.89100222	11.24462091	11.74155394	11.78356055	11.78633744	10.75320979	12.11713826	12.04907259	11.05834369	10.97518311	10.97962599	12.12838883	12.34114241	11.7849483	10.19428723	12.8324552	11.84790401	11.88415678	11.69250552	11.55917474	11.36798014
TTLL12	11.0995226	11.58839469	10.81656489	11.03243067	10.90418554	10.97067925	9.807085728	10.28399539	10.21435667	10.37118099	10.6073186	10.89697517	10.79678737	12.45041521	11.96717106	10.1053091	10.33802233	11.12891884	9.952745909	11.26451335	10.82248543	11.24431086
GSTP1	11.94141113	13.73914837	13.37571497	12.9526669	12.08186383	10.08820556	13.10837144	12.73108327	11.63168307	13.29468419	6.702775874	11.19480653	10.27595814	14.40335846	13.67134298	12.21623965	11.81305305	11.71614012	11.86795151	11.75182501	11.68193174	12.59868242
TRIM16	8.634388669	9.765134705	9.989766696	11.29222594	9.037806781	11.64159362	11.88780269	10.85714907	10.11582865	10.24024699	9.871092809	10.03007186	11.07557485	10.34643656	9.863056882	9.862940578	9.684097534	9.620792455	7.754602528	9.243725666	7.808074371	7.897213519
SVIL	7.950524925	9.035936003	10.46206025	10.1850337	11.64308806	12.35651479	11.96615493	12.11311926	10.66638288	10.40981279	12.21787869	11.59840765	9.973313347	9.431649318	9.890675192	10.48967203	10.61671625	9.997675513	11.37431685	10.58631112	10.2043774	10.97075602
ADIRF	7.365054862	11.20866855	2.678228214	11.21283707	11.86169483	7.588043361	9.498799176	3.673021032	9.569830104	12.67904434	11.73132013	12.37006448	3.856996233	12.34366903	11.85712265	13.5294046	5.685050707	14.05470377	7.075863566	8.553912588	9.357799775	14.07005794
FLAD1	9.895641517	8.996758006	8.469206263	7.830534396	8.636788022	8.572854198	8.603339836	9.279108863	9.642795783	9.363284309	8.549008666	8.493482364	9.263798476	10.21770713	9.55315134	8.550559063	9.570170964	9.376315516	9.207807813	9.075428474	9.58135646	8.567766274
FXYD3	8.530460438	9.772090179	9.986247849	11.20341342	7.890761632	10.27775445	10.18496304	8.164770507	8.72628565	10.60168181	9.474475323	10.09571556	7.898851208	10.10280695	10.41409096	11.2767585	7.622950301	9.015344933	7.737030856	9.197905844	9.529144183	7.981031127
PLEC	8.442178067	8.828311277	9.011833942	10.16550241	9.609173812	10.23083598	9.660971534	8.969944493	9.536889321	8.913977689	10.00132943	8.750193914	9.795224578	10.47081141	9.485161717	9.605745747	8.519676493	10.72870555	8.783221973	10.14770923	9.389717179	8.72084563
CAV1	12.73813787	11.10665876	11.6004451	15.20962291	15.08301768	13.52625244	10.73975772	14.51252951	12.95711121	12.09257475	13.04657187	13.17754252	14.13791111	14.34703755	13.91124971	11.79706619	13.10180859	15.31482531	13.84684713	11.97768336	10.83986655	10.89014105
MINK1	8.058972866	7.708732551	7.580647689	7.368266023	7.296957949	7.428057338	7.059987512	7.200047273	7.767435476	5.951525385	8.232477699	7.709502947	7.408998516	8.137760517	7.755726972	8.000101232	4.695175663	6.928153566	7.245560342	8.326178373	8.258128547	7.209698575
ALDH4A1	8.295603208	6.619888295	6.902627842	7.245278154	4.346374119	5.229694076	6.90058177	3.677543481	2.882451995	2.970137289	6.474486091	5.23315052	3.377416373	5.70406927	4.419271592	3.328069442	2.883839478	7.39332029	7.354210873	3.713279984	4.599337658	7.322471033
CEBPZ	11.74072658	11.4867143	11.07285236	10.9743472	11.58582199	11.47885721	11.51562699	12.12749259	11.83814661	12.40203697	12.11056903	12.07805835	11.20779545	12.27490461	12.09508527	12.35998863	12.42536981	11.17638241	12.264958	12.23936779	11.63546493	11.08695192
HSPA2	6.840820973	8.622220833	12.21364084	7.867945149	7.930655151	6.464858623	9.091089163	8.607743297	7.606945851	6.928459863	11.15549457	10.98602959	8.037962461	9.80464912	9.941208523	9.715155678	9.385849775	10.05689352	8.415799593	8.678095022	8.903612194	8.702668512
RAB31	12.28342706	10.41040495	9.203009535	10.59278141	10.25359863	7.905210011	12.88004323	9.419182359	10.72694733	10.2786866	12.41611802	11.41077752	10.83485572	10.62205218	11.23809904	12.27421777	10.64949446	12.32530364	12.86873145	11.36544485	10.77029778	11.82761409
UBE2M	10.42075891	9.292892926	9.628301129	10.232677	10.15918625	9.889841366	9.087571555	10.22623324	9.366746542	11.52361393	8.818769492	9.201146286	9.798839575	11.77662163	10.54205382	9.645693283	10.78817272	10.25266909	11.60845123	8.509196751	8.934355503	10.2989034
SLC20A2	10.03997288	11.29854123	9.457506738	8.387101093	7.935149451	8.727492879	9.121634505	9.236773594	8.198301027	7.559334246	10.2707543	9.676679552	7.973511754	8.21520556	6.898030721	8.934050491	7.837733028	6.642086436	6.58772388	9.326662332	8.412746962	8.656026781
GJB3	6.653233208	10.50956303	10.21376766	11.49597686	10.68877627	10.06903536	9.117960092	10.02192181	11.20271539	8.836304122	10.34439435	9.50986314	11.66254824	10.2630824	10.36474909	10.23628538	4.846962928	11.26764444	3.899212493	10.00563868	9.925799571	4.942697421
BAIAP2	4.530075477	5.711597775	3.071568047	7.473410636	7.520810888	5.461572513	6.877476094	4.959195176	7.119819561	6.294470564	7.289363543	4.056809654	7.258000428	8.390596142	6.494265515	8.113055463	6.061346857	3.085122841	7.290022013	6.538074442	7.006418777	7.033641201
LMNA	9.801672032	10.23332272	10.02619719	10.96905195	10.77039843	10.48936098	10.54756723	10.77161875	11.14714809	9.729171474	10.58465522	9.965674213	11.61514219	11.31957229	10.45013343	9.531293548	9.904508856	12.42112599	11.33018984	11.00944299	11.22871541	10.80144989
PRSS3	5.64993762	3.832472482	9.784773253	10.09556668	6.193865433	10.15524096	11.09656766	10.2584827	10.58444335	6.864972145	13.55541384	12.1325673	8.923816416	6.26036515	4.730158538	11.85640899	8.093804296	10.41127305	6.835713455	12.25239084	12.61137005	4.471811508
VSNL1	7.875829639	9.087485648	8.958426435	6.169740428	7.963786664	6.742156774	7.673479821	7.193364901	7.194193554	8.786646644	8.549694965	8.674512825	5.96395193	11.15995569	9.163790977	9.046866088	6.920085003	9.365636628	3.187078179	8.171996373	5.812440452	5.673527968
ITGB5	8.87825766	7.892490364	7.507484757	8.466801089	8.75994392	8.671920214	10.20477771	8.198259055	7.929046546	7.67417339	10.06126583	8.902857401	8.710777686	6.531301849	6.698530111	9.113281888	8.719517231	8.276418798	9.608484388	8.84476632	9.691793721	7.03215281
ITGAV	10.31446784	11.72138761	13.00405007	12.74317275	12.25657711	12.82215044	13.20053426	13.02124252	11.60774443	11.49841761	13.17205315	13.08206638	11.71344187	10.65583364	11.57739375	13.07288484	12.83780033	12.09575155	12.63349263	12.72535846	13.09421961	11.02517183
TGFBR1	5.875689772	6.688203957	5.570330075	6.900149023	3.57670481	5.866131454	6.443463792	6.318570064	5.808734958	7.297930052	3.193590127	3.096798647	5.890142437	8.248197333	7.742123189	4.070139658	7.366640508	5.978813644	4.835173574	7.221874154	5.105842119	5.199818249
MADCAM1	3.527884072	6.993055945	4.135369045	6.398757326	7.398144528	7.168075715	7.078901965	7.553180948	4.940175654	6.713648095	7.398632095	6.942447847	6.335554992	5.67244724	7.19856416	7.307586617	2.88135211	8.038873748	6.379862895	7.119648423	7.3564856	7.887533661
ITGA4	2.890602317	5.517436915	5.071331022	3.108567818	4.968425251	5.074834654	3.915985367	4.595249334	4.319015037	5.489378815	1.821658425	2.015758121	2.987581362	2.371806637	4.081232828	3.405394432	8.244541869	3.194255488	1.111968557	3.503499952	3.349262853	3.028081588
ITGB7	3.985801174	7.465072918	3.30580865	7.332470644	4.539581915	6.982901075	2.787744243	3.06633677	3.439146299	4.73588611	7.676398905	5.480626937	4.660168977	3.730786903	4.08156326	6.811565681	3.304480829	7.646169832	6.565371227	6.239451302	3.508744169	3.797861399
PLAU	6.923266465	11.34580266	13.3074516	12.5120941	13.92954782	8.945201151	12.93283171	13.89883086	12.59563153	6.387325602	13.87270214	12.57981187	13.95450784	8.626257833	12.05130615	12.85561098	10.97226549	12.82642463	13.17729634	11.31709975	10.35308754	11.97072097
SDC1	6.243361444	10.23028566	9.083470843	11.1372835	11.08561296	9.599936841	10.17199641	9.584645555	9.868690134	10.0606931	10.196603	9.688976204	9.630823135	10.69446865	10.7401111	10.04774805	6.901114338	11.39749197	10.24266284	12.07934074	11.78958168	9.428869232
ITGB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FN1	6.34134502	6.071058138	4.752114191	6.981097771	4.470957059	6.700963037	5.388888219	5.584882861	6.320798393	4.391434293	6.357162988	7.226051057	6.402026241	4.490601094	5.841160594	5.797701531	7.188208425	1.832753483	6.581479366	5.427024797	4.108289355	3.415312552
CCN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VCAM1	4.050116992	5.925639106	4.046370164	1.709350014	5.366616508	5.725012207	5.731378817	7.280397584	4.987869702	3.10413218	11.151079	11.4145149	4.430851193	5.21465326	3.323820102	9.079435272	10.56871866	2.605620193	0.563777329	2.898373562	5.492294873	5.703742636
VTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDIL3	5.279198275	6.050207049	6.44077697	2.818077481	6.341585351	3.052652795	6.508329077	7.070012339	6.376457467	3.976720414	4.12990048	6.676544609	5.790021179	2.625785564	4.258068861	5.799203276	6.804886348	5.739799408	3.066629646	4.228234522	5.86345993	5.863561733
FBN1	3.454996751	3.155753826	3.947991659	2.962527442	4.131431245	3.325708	6.007870831	1.844911588	5.108217931	7.304308244	4.768477667	3.395391776	3.385892306	3.925962253	3.250768195	3.93613259	6.594034018	2.367479677	4.543481041	3.352746002	3.149791634	1.963574329
PLAUR	7.237951855	10.91457906	9.917367373	10.90033289	10.13930028	10.0861894	10.21120257	11.51600533	9.973034625	8.876293778	12.36793453	11.84633137	10.41378013	9.17068767	9.879986569	11.1586135	8.737835678	10.39216987	8.164964813	11.31598883	10.82798962	10.09158172
ITGB8	1.736883399	0.884373352	4.299226563	5.644019561	3.788668305	6.391455991	2.671679504	2.939388308	4.39672478	5.873117896	2.660692464	4.137272512	4.321904965	3.209462843	4.054418301	6.295517953	3.455225271	6.70565223	3.646956415	3.845943143	4.248993072	3.819705916
TP63	5.448454257	1.208690547	3.097847393	6.079706201	4.647326582	3.010191756	4.723041261	1.813320952	2.584714399	7.221727602	6.634972957	6.415952903	3.044197856	6.09060351	3.596416109	7.527130472	5.562394089	6.183055481	1.413173237	4.74919826	5.936508262	6.91923503
WWP1	7.583877789	9.688854313	10.28495367	9.573459342	9.859074114	10.80692131	9.84959382	9.492197044	9.744799384	9.233701464	9.785896924	10.17240523	9.917970572	9.545844202	9.762199527	9.564581789	9.88992788	9.016201206	9.472699964	9.656527081	9.479851635	8.200651041
GPX2	9.977879538	9.930914067	9.719943613	8.925760802	9.403730634	9.735039316	9.804683175	9.217476587	9.425401286	9.06240297	10.00739624	9.896194515	9.602314801	10.99555036	9.762813397	9.296762493	8.593477383	9.080878372	9.462251235	9.697216422	9.885743035	9.556426335
CEBPD	10.19605155	10.39560805	11.94620426	11.1922071	9.783022681	10.48502499	10.3327501	10.28354707	10.63829917	11.69463412	10.06803846	11.17150358	9.760832197	10.68508449	11.02548444	12.2600124	10.3210792	9.602171387	8.394883207	10.35283471	10.40267962	9.78235403
POU2F2	7.085916491	5.073897204	7.430005852	7.694771279	7.25898729	6.196703351	6.421008642	5.261836486	5.616129897	7.172621093	4.60455026	7.688705103	7.458127641	4.892957045	6.236647386	7.233274823	7.542158705	5.211470494	6.098151367	7.257300889	7.010183459	7.242412546
STXBP4	5.714751372	5.752583397	4.032660799	5.1113198	6.360575383	0.353016717	4.731156437	6.020942643	4.829028742	6.159585736	5.90057681	6.909303455	5.653747582	6.218193451	7.037919362	4.64299472	6.310085871	1.532207729	6.347824687	5.159643047	0.767947021	6.509325858
ATM	5.964899676	6.971375664	7.130960478	6.776331491	7.018084414	7.129574932	7.038365492	6.794182868	6.475884625	6.313835234	8.015365779	7.502526689	5.966797296	6.438664337	6.779750619	6.148879607	6.70122773	7.156688308	7.043427713	6.960345521	6.500183236	6.404940495
FOSL2	7.59375696	4.445080253	6.156982275	7.987812383	5.835127553	6.754972154	5.825531747	6.631756798	6.943825812	8.503284794	6.54771597	6.995233353	4.511638495	7.133468152	8.289527917	7.090658874	6.783734857	7.650560093	7.526780773	7.307096854	6.87503035	7.313639552
RRAD	1.651356494	2.270059085	5.408955895	7.02640871	6.124389627	4.542782244	5.593949252	3.292248602	2.727711667	1.432111307	5.585500959	2.663140036	4.873368812	5.593412662	3.213904663	2.91183875	6.066250142	7.940813274	3.732188961	1.931274223	3.630660918	4.805735069
VDR	6.380371339	6.901719031	7.338171658	8.139426603	7.851788086	7.707672208	7.458851563	6.714905283	7.255287791	7.119194852	7.915643347	7.459528468	6.062201033	7.906678783	8.016844088	8.182725296	6.616636009	7.058667593	5.654115875	7.321005181	7.981402707	6.064923263
GSK3B	11.31584499	10.61026951	9.458298563	10.90969765	11.19465318	9.77109767	9.950586962	10.58492937	10.31873103	10.90027153	10.48523736	10.44201213	11.30049767	9.894129976	11.03237612	10.33452478	9.779092532	9.819451476	9.61917742	9.926873592	10.25056754	9.283337202
PPP2R5A	3.110336044	3.180205088	6.105940743	2.12867922	2.769308067	2.831108843	3.978895161	4.978442867	4.360124325	4.216832205	6.73332784	2.628737824	4.815454527	2.295086926	4.078229334	6.377973579	5.8775122	2.245118037	2.769670791	5.691828092	6.472682765	5.838848098
MDM2	4.911962059	6.080632505	5.734632178	5.173757362	3.716690636	3.972546217	2.901687936	5.806066022	6.178731604	4.711368501	3.441967202	6.239609295	5.588458776	5.539966886	3.809172971	6.590070149	6.054424025	3.254617648	6.691851249	4.325589333	6.094184817	5.598971712
RACK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRG1	2.670568047	3.046575913	3.890785974	9.09469023	4.27083871	5.978816881	5.05048253	5.24531424	2.55500202	7.648494735	4.260347988	6.083219358	3.716949394	9.889116565	8.810427545	7.952962667	6.863420711	9.64093305	7.955783464	3.358052157	2.974300346	3.126970704
PERP	2.988746956	2.467792006	2.324385644	1.359503837	1.630503327	4.127265751	1.137657075	3.525450755	2.417817974	1.605983465	1.612786564	1.759761273	1.210839747	2.020824233	2.056926976	2.367477698	1.91196649	2.259212546	4.252609625	1.312672298	4.737794081	2.815891936
CDKN2A	8.617030297	12.25774838	11.47566571	4.597566031	9.408295124	11.83027796	1.620477609	6.154095627	11.04861706	10.4674837	5.48287995	9.476594777	11.27175103	10.70290366	11.74265939	10.02800587	11.08877452	10.56833877	5.731405998	10.49425296	10.71753856	5.397093688
SEC14L2	6.625582867	7.808451411	6.593166063	8.485088676	7.472781046	6.606692293	7.060052172	7.326930299	5.55807744	6.47563127	7.525727374	7.277646011	5.798248303	3.858359238	7.891438882	7.11455714	6.601445825	8.391099915	7.151583504	5.744324111	2.494559373	8.345678202
IGFBP3	4.122898438	11.09762688	14.33407044	6.180975524	11.38036317	5.172135314	15.04390421	13.56890839	6.01251563	14.29027553	9.181333757	13.50936794	2.987485869	8.50824448	13.49943055	15.65841234	10.11226845	10.99340664	8.344635778	15.01432225	14.67853062	4.578574368
CCNB2	12.83486337	12.48424805	11.3220712	12.57097803	12.80283854	12.27965651	12.34110856	12.96255504	13.06764902	12.25531167	11.42483708	12.22804578	13.11102378	13.61308007	13.37167111	11.95223189	12.66113397	11.68108947	12.68674013	12.56221972	11.99473432	13.07827894
TCF7L1	5.549822969	6.496340221	7.63219619	9.949319343	7.816636542	5.321212361	6.550452043	5.854283854	6.425266537	6.626204298	7.503355681	7.114717265	6.81371327	7.809236333	5.940829402	8.67541222	8.055262489	10.05137838	8.832842173	7.927007891	6.829950357	9.132334768
MRE11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA3	3.407524438	9.666828316	9.782162919	10.50907854	10.8124203	10.21286062	10.14663148	10.27420819	11.09541099	8.946295603	11.19053254	9.98789261	11.46720372	9.651608428	10.46123501	10.70144395	10.52777494	11.63219773	10.28550368	8.564875613	8.495887586	9.90135418
TBXT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITCH	9.389540503	10.19628427	9.573199594	10.14223071	9.719738665	8.801854575	8.87832344	9.511002112	9.442091526	10.12169844	10.09252999	8.894219804	9.271641781	9.561707083	10.78449427	10.42087289	8.637525952	9.369067804	8.845531687	9.616230393	9.255876239	8.251360833
HES1	4.270079628	3.353027092	2.790114939	3.223425127	2.439435734	4.22869162	6.848525959	3.693805022	4.440286837	3.960812662	3.770520452	4.890469102	5.814286427	4.59281404	4.687303979	3.539811768	5.80068637	3.056790574	4.598979118	3.261199301	3.774736597	2.555740175
BDKRB2	3.744894496	7.147597056	8.746569373	8.306314355	7.619639935	3.186153571	8.877702614	7.420121023	8.614640027	8.281075419	5.72320341	7.231845871	7.883535396	7.32746888	7.283478585	8.287397308	2.729779182	7.570992777	5.986693177	8.717036176	8.114661337	4.32961515
FASN	10.75003323	9.375478071	9.050858248	9.593678674	9.959835468	8.589733918	9.657746458	9.625752704	9.448592965	8.9403653	9.139038717	9.642130615	10.41286514	10.16213199	9.546887562	9.167409222	9.522022976	8.703356425	10.21928343	9.913126608	9.283627043	10.1493764
YAP1	10.83064361	11.94017883	11.2786825	10.69584113	10.27527752	11.43518775	10.02392778	11.10826022	10.29750576	13.87148335	10.64372291	11.4975691	10.3417672	13.62296133	12.76720734	13.3821426	10.05564427	10.56540381	10.38977517	10.81898572	10.51254629	9.856783272
SFN	9.008816116	9.379189008	9.647770113	12.93694206	10.49095262	10.174588	8.649711047	11.38842842	9.067052669	9.430290728	10.04897686	10.25018494	12.16475159	11.14375931	10.19238312	9.940473163	4.775609971	11.3635944	8.775099412	10.18828097	10.18928444	6.007058644
ADRM1	11.28595144	11.43633704	10.91486006	11.35108614	10.41050329	10.84941936	10.99888013	11.27466154	10.83436544	10.06650584	10.61336963	9.812833429	11.38883435	11.96678284	11.68424506	10.45245381	11.41096302	12.50925037	11.39269699	11.90270768	11.45704966	10.42591144
DLX6	6.62651882	2.600969186	2.422622559	2.261210313	3.412582933	2.041389239	4.021307079	4.626693183	3.895163422	2.693032308	2.746298045	3.31015832	2.913725098	5.862165059	4.386745841	3.808983727	5.338481969	2.493071812	2.979828251	2.499582451	3.810165195	6.207151135
TOP2A	13.23186258	12.6557205	12.49032237	13.37441762	14.61644406	13.19538025	10.33193958	13.87956556	13.44003782	12.89484264	13.38421388	14.38782305	13.60171707	14.64270265	13.30007634	12.92195812	14.32730268	12.81229229	14.06402211	12.84706553	12.17101165	13.45548694
HELLS	12.15411877	9.516926478	10.74147926	10.99801225	11.23727355	9.356571771	6.245969618	11.14257351	11.10428452	9.005061646	10.588213	10.94786934	11.70929232	11.13866197	9.391061949	9.538256115	10.8618379	10.81739279	11.38137653	10.88674288	10.48348097	10.44437553
BRCA2	10.51872595	7.547029515	9.508718997	9.829616113	9.517978917	8.962485238	6.427354229	9.561282159	9.408207558	8.998871028	8.623257125	8.525738754	8.142713075	8.530675361	8.851553852	8.839475781	8.233458127	9.027300594	9.117258488	8.735654708	7.073621377	7.723332459
RUNX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT14	3.464970865	3.610644362	6.731219805	10.27818855	2.99532469	6.144585107	4.58426309	6.482370949	6.617940008	7.041830385	1.89220826	2.451173497	2.826886198	6.244876931	5.310364888	3.656851294	5.512984014	14.39891618	6.591427834	6.807277684	2.350563081	2.499680694
AXL	5.359121708	6.755353101	8.093099106	9.050476967	9.871782345	9.440550821	6.449730842	9.345129431	10.52577165	5.850756279	6.77583091	8.163442272	9.519844567	7.113286461	8.722997408	8.304886435	8.835233329	8.589777354	8.71252788	6.449272264	7.883236642	7.649845949
NOTCH1	9.28492275	7.74611662	7.84568414	8.863422559	7.990543419	7.787038575	7.676478401	8.339621718	8.23652699	8.335466323	8.660385565	8.30883987	9.417416222	9.318580564	8.320987036	8.368581769	8.59703683	9.658903613	7.977338531	8.300813649	9.203914489	9.161692502
IL1A	7.745450453	7.379966304	8.683227031	8.994404377	9.218338958	7.798668145	6.90929278	8.858730354	8.217301805	7.233995319	8.115447466	8.810741736	7.744948676	6.868769448	6.826886886	8.259116315	7.88930704	7.882627911	7.228573901	8.339733598	8.263075585	7.216240856
KRT5	2.114669203	4.025802195	4.035731825	12.98666848	4.876704084	6.496241381	6.583631499	5.358749667	6.403371129	12.05652426	6.522123922	10.83052599	5.670549017	13.10826863	11.323407	11.72297442	6.102388653	13.90937547	4.147956487	6.871864832	3.066628419	2.403476033
DLX5	10.54186548	3.214693821	3.029705758	2.560496701	6.295202979	5.540950643	3.46225942	2.28566608	4.968934077	3.599898326	2.838578925	6.633920159	6.439690992	5.034873199	6.649355542	6.233386642	6.307282152	7.250754419	6.796204419	2.325072007	6.491100319	6.614105046
COL5A1	5.609080634	5.227904726	3.856266781	7.893095857	5.482084751	3.461095548	3.708577204	5.53077966	3.897990278	8.574376089	4.094644557	6.626610369	3.633386016	3.896290209	4.083511277	8.694044784	8.815273011	9.185712461	6.258352276	6.278766799	3.98170776	6.973099819
FBXW7	9.321857705	8.830467639	9.413026083	7.99691085	9.253078111	8.02864634	8.57961467	7.795893314	8.950825471	9.127691756	8.759379108	8.937644995	6.455350785	7.630155946	8.190071538	8.935391643	8.7031077	8.35729301	8.643978315	8.723143625	8.714574374	8.281236556
ADA	8.632406396	9.246783582	9.664848387	10.50426475	8.045532324	9.702298447	10.4091225	8.83147886	9.077516053	8.812140987	8.931952092	9.080200171	8.329929323	9.595762421	10.4921494	10.80857368	11.20627397	10.04406599	10.93488032	9.867839495	8.926243683	10.68964511
RAB38	8.902923193	8.142180284	7.880259204	11.28324534	9.370466498	9.037457013	10.01041295	9.712414464	6.489424715	11.02731254	9.99642959	9.791692199	3.227697353	10.3481277	10.9489939	10.68841057	6.297491791	7.45629714	3.445559919	4.269008896	3.89592741	2.201467991
HBP1	4.46128132	7.372257941	6.484683195	2.929302516	7.556744759	5.009805527	7.478529745	6.043704783	7.47526329	4.917545443	1.992297683	6.505009033	6.533210433	3.200356992	2.886287363	5.739065086	6.884014814	5.073068353	5.59499767	6.488425915	3.298186592	6.151988965
ITGA3	3.407524438	9.666828316	9.782162919	10.50907854	10.8124203	10.21286062	10.14663148	10.27420819	11.09541099	8.946295603	11.19053254	9.98789261	11.46720372	9.651608428	10.46123501	10.70144395	10.52777494	11.63219773	10.28550368	8.564875613	8.495887586	9.90135418
LAMC3	6.879955005	2.902255315	6.139931916	6.603417125	2.621729243	7.200137132	6.112092255	6.304335672	3.034613437	7.457432376	6.594070817	7.052872943	6.812817773	3.809917137	6.437499449	6.482908313	5.238880499	6.125258263	8.033915803	7.432151983	6.698817864	6.831568238
LAMA3	6.276811439	6.143860304	6.732695992	6.198274215	5.786107206	3.629140317	5.921937349	2.810651129	4.569634132	5.434855207	6.845257825	7.187445604	3.498148855	6.313484731	6.563081549	6.510297053	5.211501696	2.45545012	4.660351563	3.833713148	5.732664297	3.372311405
LAMC2	3.783113977	10.99932593	11.76888327	12.67719927	12.13129084	12.11692422	13.03911987	13.15544578	10.35331025	8.616459158	13.80737829	12.09829754	10.89438991	10.79703335	10.67423786	12.45011073	5.31318928	12.07738976	7.974256398	10.76538838	10.59144714	5.86469027
COL4A4	1.657855932	2.55092122	5.701383839	2.141139416	6.91751393	9.654194625	5.922318503	4.208934698	3.839203671	4.219248981	7.566921468	4.504601829	2.569440803	3.593493157	3.572493515	5.300059477	3.335380305	3.14790262	2.100667283	3.305716256	2.518954187	2.669797831
NID2	5.995523015	5.75298437	1.528449447	11.81675956	5.652874537	10.5662637	5.651699653	9.002047045	2.072341097	10.64735432	1.225961615	6.923203357	3.904549747	12.9692907	9.515070464	9.444874113	10.71800883	5.612036479	5.408762817	1.927621936	6.300940378	6.073053162
LAMB1	12.19321412	10.91498124	9.534182974	12.34514909	10.54535771	12.2475893	12.09919251	12.24138409	12.37715802	11.50214615	12.6833612	11.90496405	11.87121018	10.64204654	10.61639984	12.03210107	12.82301389	11.94067505	10.10238503	10.12464764	10.26388427	2.923886318
ITGA6	11.57970148	12.98825071	12.55710245	13.06625505	12.78163413	12.76095159	12.09428514	12.27730458	12.14732755	11.16331428	13.93266671	13.50612211	11.0918768	12.35580692	13.08445531	12.98659253	10.71580341	13.77376571	10.74587521	12.9714504	11.8140257	8.996451399
LAMA1	8.33970682	4.651840038	2.129641262	1.897354065	4.040496237	6.220394727	3.314875096	5.190057091	6.296198935	3.579939807	4.634630973	2.95296956	5.909496607	2.872143851	4.944604783	2.572928593	5.069619913	3.886002062	5.929606942	4.076558513	5.268850442	5.890835785
LAMA4	5.621810178	8.992151142	7.977223621	3.295053553	10.61607582	4.377604534	9.167225487	8.415467914	5.36100593	3.765851737	6.366164987	3.072583599	3.205306496	5.99029547	6.263131397	5.937050258	11.48053882	11.15942424	6.154079751	9.502894412	9.499534712	6.624043847
COL7A1	3.811494093	6.985952239	7.486097403	9.952332754	6.466135985	6.051340014	7.766917276	6.930143504	7.005173503	6.610298077	8.966912172	8.327653051	6.756582194	10.42821881	7.701613942	9.237645577	7.64951927	8.582711721	8.57358696	6.149309781	6.738836913	6.852319153
NID1	6.715231171	4.685462293	4.556905963	7.016686313	7.173268133	6.6769356	3.370166997	4.239204449	4.370941879	5.505202346	5.577049659	4.63755044	5.141965132	4.611637054	4.480704196	5.244731372	4.172553864	4.637973762	4.511330542	6.886474656	6.205691664	4.304474675
LAMA5	10.82832711	10.70353573	10.67400779	11.15839676	10.21389347	11.32785703	12.04987979	9.715926177	9.999132726	11.13160025	10.58469156	10.10628927	10.03008419	11.06621482	10.93223283	11.97657612	7.344512212	11.96632795	9.785276248	10.82079326	10.32245052	8.96658619
ITGB4	7.336741443	8.399997339	8.967989977	8.920131317	9.788909424	7.129770455	7.956906291	8.910791234	8.545499315	8.946458592	7.679730556	8.185257028	7.172674664	9.016379926	9.368926489	9.696020489	6.65452602	8.43164567	6.140182191	10.3141065	9.769673744	7.798505406
COL4A2	11.49039014	7.551868628	2.723280699	6.652721489	5.850682669	6.064602632	5.906814191	12.28440569	5.659169042	9.354720731	4.82581989	7.457168179	6.654363805	13.11834638	11.21383137	11.21032208	5.416397226	3.861949231	5.812993993	7.112543607	5.392361524	9.442713456
ITGA7	2.261867923	6.98024937	7.648536323	5.940471108	6.907799794	4.063742051	2.976909481	3.06427351	5.638874826	6.248063216	3.894246937	3.895618736	3.988893649	6.462691841	5.325130751	3.563675844	3.013623471	3.09731573	2.7328366	6.755563024	7.378090623	5.191054922
